"Record ID","Store Name","Store Type","Street Number","Street Name","Additional Address","City","State","Zip Code","Zip4","County","Latitude","Longitude","Authorization Date","End Date"
1349592,"Murphy Express 8858","Convenience Store","2401","McFarland Blvd E",NA,"Tuscaloosa","AL","35405","1808","TUSCALOOSA",33.18686,-87.52576,"12/17/2018",NA
1486158,"Murphy USA 5593","Convenience Store","5700","McFarland Blvd","Ste 1","Northport","AL","35476",NA,"TUSCALOOSA",33.23588,-87.61311,"01/05/2022",NA
1501181,"Northport Food Mart","Convenience Store","13518","Highway 43 N",NA,"Northport","AL","35475","4410","TUSCALOOSA",33.3046,-87.60155,"06/29/2022",NA
1173196,"Northport Shell","Convenience Store","3201","McFarland Blvd",NA,"Northport","AL","35476","3168","TUSCALOOSA",33.24058,-87.58861,"08/28/2020",NA
1012163,"Petro Bucksville 319","Convenience Store","22526","Highway 216",NA,"McCalla","AL","35111","2706","TUSCALOOSA",33.27875,-87.09167,"07/17/2016",NA
571769,"PIGGLY WIGGLY 251","Supermarket","1721","Greensboro Ave",NA,"Tuscaloosa","AL","35401","4548","TUSCALOOSA",33.19653,-87.56243,"08/17/2000",NA
856894,"PIGGLY WIGGLY","Super Store","2731","University Blvd",NA,"Tuscaloosa","AL","35401","1408","TUSCALOOSA",33.20856,-87.57253,"06/13/2008",NA
895837,"Piggly Wiggly 255","Supermarket","1503","Culver Rd",NA,"Tuscaloosa","AL","35401","2632","TUSCALOOSA",33.20076,-87.58984,"06/08/2009",NA
260879,"PIGGLY WIGGLY # 252","Supermarket","2001","Lurleen B Wallace Blvd",NA,"Northport","AL","35476","3941","TUSCALOOSA",33.22985,-87.57525,"09/15/1998",NA
1275481,"Pilot Travel Center 76","Convenience Store","4416","Skyland Blvd E",NA,"Tuscaloosa","AL","35405","4714","TUSCALOOSA",33.17242,-87.47838,"02/13/2017",NA
1275971,"Pilot Travel Center 4555","Convenience Store","3201","Buttermilk Rd",NA,"Cottondale","AL","35453","1961","TUSCALOOSA",33.17891,-87.44747,"02/16/2017",NA
227775,"PUBLIX  0075","Supermarket","4851","Rice Mine Rd NE","Ste 200","Tuscaloosa","AL","35406","3571","TUSCALOOSA",33.26189,-87.5155,"11/26/2003",NA
339166,"PUBLIX 1075","Supermarket","2300","MCFARLAND BLVD",NA,"NORTHPORT","AL","35476",NA,"TUSCALOOSA",33.24036,-87.58035,"02/18/2004",NA
541998,"PUBLIX 1083","Supermarket","1190","University Blvd",NA,"Tuscaloosa","AL","35401","1601","TUSCALOOSA",33.21087,-87.55334,"05/28/2004",NA
876787,"Publix 1253","Supermarket","1101","Southview Ln",NA,"Tuscaloosa","AL","35405",NA,"TUSCALOOSA",33.12486,-87.55352,"12/19/2008",NA
1384140,"Publix Alabama, LLC 1691","Supermarket","13556","Highway 69 N",NA,"Northport","AL","35475","2834","TUSCALOOSA",33.3029,-87.56903,"10/24/2019",NA
1012095,"Quick Shop 18","Convenience Store","12938","Northside Rd",NA,"Northport","AL","35475","2104","TUSCALOOSA",33.46593,-87.62783,"07/13/2011",NA
1011897,"Quick Shop 10","Convenience Store","7022","Highway 82 E",NA,"Tuscaloosa","AL","35405","6835","TUSCALOOSA",33.14324,-87.51696,"05/09/2012",NA
1352994,"Quick Stop 10th Ave","Convenience Store","1000","Hargrove Rd",NA,"Tuscaloosa","AL","35401","5745","TUSCALOOSA",33.19326,-87.55154,"04/17/2019",NA
1488138,"QuikTrip 7170","Convenience Store","4001","Buttermilk Rd",NA,"Cottondale","AL","35453","4308","TUSCALOOSA",33.17046,-87.44653,"01/18/2022",NA
1568726,"Raj Foodmart Llc","Convenience Store","1800","Crescent Ridge Rd NE","Ste A","Tuscaloosa","AL","35404","1728","TUSCALOOSA",33.23567,-87.48145,"11/16/2023",NA
1406097,"Rams Food And Fuel Llc","Convenience Store","21336","Highway 11 N",NA,"McCalla","AL","35111","2201","TUSCALOOSA",33.24618,-87.13782,"06/05/2020",NA
1504162,"Redfan Inc","Convenience Store","3001","5th St",NA,"Northport","AL","35476","4700","TUSCALOOSA",33.21895,-87.58575,"07/21/2022",NA
1039586,"Rice Mine Chevron","Convenience Store","3625","Rice Mine Rd NE",NA,"Tuscaloosa","AL","35406","1517","TUSCALOOSA",33.25064,-87.51247,"02/23/2012",NA
864933,"Sam's Club 6435","Super Store","1401","Skyland Blvd E",NA,"Tuscaloosa","AL","35405","4229","TUSCALOOSA",33.1682,-87.52003,"09/04/2008",NA
1498660,"Sas Food Mart Llc","Convenience Store","8505","Highway 69 S",NA,"Tuscaloosa","AL","35405","8409","TUSCALOOSA",33.12946,-87.54733,"05/24/2022",NA
1142278,"Save More 1","Convenience Store","3701","Greensboro Ave",NA,"Tuscaloosa","AL","35405","2844","TUSCALOOSA",33.17509,-87.54754,"05/06/2014",NA
1558863,"Save More #2 2","Convenience Store","2900","University Blvd E",NA,"Tuscaloosa","AL","35404","4246","TUSCALOOSA",33.20675,-87.49992,"09/13/2023",NA
1097345,"Selma Food Mart LLC","Convenience Store","1830","Hwy 14 E",NA,"Selma","AL","35401","0000","TUSCALOOSA",32.43161,-87.00424,"03/27/2019",NA
1476504,"Shop And Save","Convenience Store","3112","Greensboro Ave",NA,"Tuscaloosa","AL","35401","7020","TUSCALOOSA",33.18204,-87.55421,"11/29/2021",NA
1223477,"Shop N Save","Convenience Store","1700","Hackberry Ln",NA,"Tuscaloosa","AL","35401","4937","TUSCALOOSA",33.19614,-87.54336,"12/14/2021",NA
996275,"Skyland Chevron","Convenience Store","4917","Skyland Blvd E",NA,"Tuscaloosa","AL","35405","3529","TUSCALOOSA",33.17668,-87.47042,"06/21/2011",NA
1514923,"South's Finest Meats & Vegetables 4","Supermarket","3201","10th Ave","Ste S","Tuscaloosa","AL","35401","7297","TUSCALOOSA",33.18147,-87.55109,"09/06/2022",NA
1469490,"Speedway 1439","Convenience Store","22208","Highway 216",NA,"McCalla","AL","35111","1010","TUSCALOOSA",33.28017,-87.10059,"09/01/2021",NA
1562241,"Sprint Mart 4143","Convenience Store","10565","Daimler Benz Blvd","Suite A","Vance","AL","35490",NA,"TUSCALOOSA",33.18434,-87.26814,"09/07/2023",NA
659715,"Stacy Food Mart","Convenience Store","3506","29th St",NA,"Tuscaloosa","AL","35401","6904","TUSCALOOSA",33.18642,-87.58213,"09/30/2021",NA
1521312,"Star Food Mart","Convenience Store","8113","Old Marion Rd",NA,"Tuscaloosa","AL","35405","9392","TUSCALOOSA",33.1319,-87.52987,"11/28/2022",NA
1404275,"Stop Go Food Mart","Convenience Store","6550","Highway 69 S",NA,"Tuscaloosa","AL","35405","6487","TUSCALOOSA",33.14751,-87.54591,"06/02/2020",NA
936031,"Super C","Convenience Store","1708","Hargrove Rd E",NA,"Tuscaloosa","AL","35405","1611","TUSCALOOSA",33.1861,-87.51464,"02/01/2022",NA
1239317,"Super Stop","Convenience Store","101","James I Harrison Jr Pkwy",NA,"Tuscaloosa","AL","35405","3219","TUSCALOOSA",33.17563,-87.5368,"04/24/2016",NA
1012156,"TA Tuscaloosa 016","Convenience Store",NA,"I-20/I-59 & Buttermilk Rd","Exit 77","Cottondale","AL","35453","9364","TUSCALOOSA",33.16528,-87.44935,"07/19/2011",NA
255314,"TARGET STORE T-1787","Super Store","1901","13th Ave E",NA,"Tuscaloosa","AL","35404","4785","TUSCALOOSA",33.19387,-87.51931,"02/15/2002",NA
1208069,"The Fresh Market 207","Supermarket","1320","McFarland Blvd","Ste 100","Tuscaloosa","AL","35404",NA,"TUSCALOOSA",33.20022,-87.5255,"07/24/2015",NA
1525524,"The Market","Convenience Store","6950","University Blvd E",NA,"Cottondale","AL","35453","2073","TUSCALOOSA",33.19041,-87.44575,"12/09/2022",NA
1560253,"Tienda 2 Carenales Llc 1","Convenience Store","2813","Lurleen Wallace Blvd","Ste B","Northport","AL","35476",NA,"TUSCALOOSA",33.23695,-87.57623,"09/14/2023",NA
1498150,"Tienda Latina El Puerto","Convenience Store","625","Hargrove Rd E",NA,"Tuscaloosa","AL","35401","3752","TUSCALOOSA",33.18697,-87.5273,"05/04/2022",NA
1506884,"Tuscaloosa Food Mart","Convenience Store","5101","Oscar Baxter Dr",NA,"Tuscaloosa","AL","35405","3665","TUSCALOOSA",33.16458,-87.55093,"11/07/2022",NA
1020858,"University BP","Convenience Store","5750","University Blvd E",NA,"Cottondale","AL","35453","1629","TUSCALOOSA",33.1897,-87.45846,"09/27/2011",NA
1211823,"Walmart Neighborhood Market 5256","Super Store","4201","Hargrove Rd E",NA,"Tuscaloosa","AL","35405","7702","TUSCALOOSA",33.16945,-87.48286,"08/19/2015",NA
1252582,"Walmart Neighborhood Market 5248","Super Store","1660","McFarland Blvd",NA,"Northport","AL","35476","3259","TUSCALOOSA",33.23818,-87.57305,"06/23/2016",NA
552771,"Walmart S/C  715","Super Store","1501","Skyland Blvd E",NA,"Tuscaloosa","AL","35405","4231","TUSCALOOSA",33.16827,-87.51943,"07/20/1993",NA
439147,"Walmart S/C 2306","Super Store","5710","McFarland Blvd",NA,"Northport","AL","35476","3539","TUSCALOOSA",33.23519,-87.61352,"03/26/2003",NA
1457409,"Watermelon Shell","Convenience Store","1200","Union Chapel Rd",NA,"Northport","AL","35473","7508","TUSCALOOSA",33.25717,-87.57002,"07/22/2021",NA
1547734,"West End Store","Convenience Store","3001","20th St",NA,"Tuscaloosa","AL","35401","4205","TUSCALOOSA",33.1939,-87.57458,"06/22/2023",NA
327995,"WINN DIXIE  528","Supermarket","10","McFarland Blvd",NA,"Northport","AL","35476","3348","TUSCALOOSA",33.23653,-87.553,"06/07/1993",NA
639492,"WINN DIXIE 0407","Supermarket","4205","University Blvd E",NA,"Tuscaloosa","AL","35404","4403","TUSCALOOSA",33.19802,-87.48069,"06/20/1994",NA
638231,"WINN DIXIE  0479","Supermarket","9750","Highway 69 S",NA,"Tuscaloosa","AL","35405","8777","TUSCALOOSA",33.117,-87.55148,"06/15/2001",NA
678115,"WINN-DIXIE  0526","Supermarket","13620","Highway 43 N",NA,"Northport","AL","35475","4411","TUSCALOOSA",33.30641,-87.6015,"07/06/1999",NA
812579,"Winston Mini Mart","Convenience Store","2503","Martin Luther King Blvd",NA,"Tuscaloosa","AL","35401","5231","TUSCALOOSA",33.18967,-87.57716,"02/09/2023",NA
1034738,"Z Mart","Convenience Store","2030","Culver Rd",NA,"Tuscaloosa","AL","35401","3821","TUSCALOOSA",33.19462,-87.59819,"12/21/2011",NA
1269507,"ALDI 70078","Supermarket","40","N Walston Bridge Rd",NA,"Jasper","AL","35504","8621","WALKER",33.84673,-87.25857,"12/14/2016",NA
530548,"ASSOCIATED FOODS","Supermarket","1635","Main St",NA,"Sumiton","AL","35148",NA,"WALKER",33.75275,-87.04391,"11/22/1993",NA
1563833,"Baldo Sunoco","Convenience Store","27620","Highway 69",NA,"Jasper","AL","35504","6140","WALKER",33.85342,-87.18212,"10/23/2023",NA
352281,"Bill & Sons Supermarket","Supermarket","31040","1st Ave NE",NA,"Carbon Hill","AL","35549","4152","WALKER",33.88505,-87.5152,"05/17/1988",NA
961516,"Buy Rite","Convenience Store","25770","Highway 69",NA,"Jasper","AL","35504","8153","WALKER",33.84209,-87.21071,"08/19/2010",NA
827736,"Circle K 2723832","Convenience Store","613","Highway 78 E",NA,"Jasper","AL","35501","3836","WALKER",33.8493,-87.27271,"08/07/2007",NA
481757,"GATEWAY SUPERMARKET #139","Super Store","5100","Curry Hwy","Ste 146","Jasper","AL","35503","5867","WALKER",33.94028,-87.22126,"08/06/1991",NA
801409,"HIGHWAY 69 QUICK STOP","Convenience Store","33090","Highway 69",NA,"Jasper","AL","35504","4900","WALKER",33.90639,-87.12751,"12/21/2006",NA
1417232,"Holcomb Groceries","Convenience Store","11","Gardners Gin Rd",NA,"Jasper","AL","35501","8301","WALKER",33.81452,-87.20202,"10/21/2020",NA
388248,"HOUCHENS SAVE-A-LOT 206","Supermarket","680","Highway 78 W",NA,"Jasper","AL","35501","3748","WALKER",33.8489,-87.28377,"06/06/2000",NA
1058531,"Love's Travel Stop 466","Convenience Store","83","Carl Cannon Blvd",NA,"Jasper","AL","35501","9501","WALKER",33.79163,-87.24197,"04/12/2013",NA
1514377,"Medcenter Texaco","Convenience Store","3600","Hwy 78 E",NA,"Jasper","AL","35501",NA,"WALKER",33.84057,-87.23504,"09/16/2022",NA
973414,"Murphy Express 8638","Convenience Store","2001","Highway 78 E",NA,"Jasper","AL","35501","4041","WALKER",33.84435,-87.25188,"11/12/2010",NA
1486294,"Murphy USA 6839","Convenience Store","670","Highway 78","Ste 1","Sumiton","AL","35148",NA,"WALKER",33.74317,-87.04198,"01/05/2022",NA
1048459,"PIGGLY WIGGLY","Super Store","2221","Highway 78",NA,"Dora","AL","35062","4509","WALKER",33.75664,-87.06365,"03/20/2012",NA
1077923,"Raceway 6832","Convenience Store","4001","Highway 78 E",NA,"Jasper","AL","35501","8927","WALKER",33.83782,-87.22882,"03/10/2022",NA
1548890,"Sams Convenience Store","Convenience Store","1007","Old Birmingham Hwy",NA,"Jasper","AL","35501","2312","WALKER",33.82649,-87.26297,"07/25/2023",NA
905665,"Saz Jet Pep","Convenience Store","1715","Highway 78",NA,"Dora","AL","35062","2324","WALKER",33.75101,-87.05889,"11/14/2014",NA
1349206,"Smithlake Trade Center","Convenience Store","9285","Curry Hwy",NA,"Jasper","AL","35503","8103","WALKER",33.98367,-87.22066,"03/07/2019",NA
387382,"SON'S OF PARRISH, INC","Supermarket","6350","Highway 269",NA,"Parrish","AL","35580","3850","WALKER",33.74098,-87.26762,"11/15/1994",NA
232713,"SON'S SUPERMARKET INC","Super Store","400","9th Ave",NA,"Jasper","AL","35501","3732","WALKER",33.84829,-87.28574,"01/01/1930",NA
1288485,"Sumiton Pit Stop","Convenience Store","515","Bryan Rd",NA,"Sumiton","AL","35148","3433","WALKER",33.74394,-87.0452,"06/26/2017",NA
1272391,"T J Food Mart","Convenience Store","1561","Main St",NA,"Sumiton","AL","35148","3833","WALKER",33.75406,-87.04475,"11/29/2022",NA
1519046,"Tienda Y Carniceria Chivarreto","Convenience Store","4330","Highway 78 E","Ste 103","Jasper","AL","35501","8955","WALKER",33.83769,-87.22639,"10/06/2022",NA
518617,"Walmart S/C  0287","Super Store","1801","Highway 78 E",NA,"Jasper","AL","35501","4037","WALKER",33.84475,-87.25365,"09/15/1992",NA
528468,"Walmart S/C  2723","Super Store","690","Highway 78",NA,"Sumiton","AL","35148","3419","WALKER",33.74334,-87.04236,"09/03/1999",NA
412140,"Winn Dixie 0496","Supermarket","2405","Highway 78 E",NA,"Jasper","AL","35501","3435","WALKER",33.84313,-87.24613,"02/01/1971",NA
444849,"Aquilla Grocery and Grill","Convenience Store","7027","Horace Odom Rd",NA,"Millry","AL","36558","5062","WASHINGTON",31.69363,-88.43914,"02/22/1994",NA
352685,"CashSaver 3","Supermarket","83","Commerce St",NA,"McIntosh","AL","36553","5440","WASHINGTON",31.26752,-88.0312,"01/29/1986",NA
370490,"CashSaver 10","Supermarket","400","Crawford St",NA,"Millry","AL","36558","4550","WASHINGTON",31.64539,-88.31337,"11/08/2000",NA
1018269,"Goco 204","Convenience Store","17050","Jordan St",NA,"Chatom","AL","36518",NA,"WASHINGTON",31.46838,-88.25368,"09/08/2011",NA
1473199,"Goco 212","Convenience Store","30191","Hwy 17",NA,"Millry","AL","36558",NA,"WASHINGTON",31.63355,-88.3133,"11/18/2021",NA
1209659,"Merri Mart 002","Convenience Store","21875","Hwy 43","Ste A","Calvert","AL","36513",NA,"WASHINGTON",31.15885,-88.01695,"09/17/2015",NA
1567285,"Ramey's 26","Supermarket","13561","Saint Stephens Ave",NA,"Chatom","AL","36518","6733","WASHINGTON",31.4627,-88.25243,"10/18/2023",NA
584792,"SCHULTZ GRO","Convenience Store","1873","County Road 31",NA,"Frankville","AL","36538","6225","WASHINGTON",31.6385,-88.15662,"08/12/1980",NA
687470,"ABRAMS PLACE","Convenience Store","4556","County Road 29",NA,"Alberta","AL","36720","2824","WILCOX",32.17019,-87.35886,"07/30/2002",NA
1007718,"Ad's Country Store","Convenience Store","8347","State Highway 41 S",NA,"Coy","AL","36435","5243","WILCOX",31.87304,-87.37727,"06/20/2011",NA
1030623,"Drs Properties, Inc. Dba Qv2","Convenience Store","51","Highway 41 N",NA,"Camden","AL","36726","1799","WILCOX",31.99268,-87.28545,"12/27/2011",NA
1291565,"Mcdonald's Grocery & Sports","Convenience Store","1535","Highway 221",NA,"Camden","AL","36726","4245","WILCOX",31.99121,-87.33635,"08/15/2017",NA
1070790,"Oak Hill Grocery","Convenience Store","5843","Hwy 21",NA,"Oak Hill","AL","36766","0000","WILCOX",31.92208,-87.08305,"02/27/2013",NA
1329908,"Piggly Wiggly 125","Super Store","16","Camden Byp",NA,"Camden","AL","36726","1770","WILCOX",31.99613,-87.27886,"07/24/2018",NA
1052210,"Pine Hill Mini Mart","Convenience Store","3811","Broad St",NA,"Pine Hill","AL","36769","2897","WILCOX",31.97915,-87.58881,"04/01/2019",NA
1477481,"Travis Mart Inc","Convenience Store","8","Claiborne St",NA,"Camden","AL","36726","1710","WILCOX",31.99405,-87.28224,"12/10/2021",NA
1480157,"Alis Corporation","Convenience Store","35100","Highway 278",NA,"Arley","AL","35541","4338","WINSTON",34.17337,-87.11585,"12/01/2021",NA
1452460,"Free State Chevron 3","Convenience Store","14908","Highway 278",NA,"Double Springs","AL","35553","2535","WINSTON",34.16047,-87.41504,"07/20/2021",NA
1064152,"Friendly Shop","Convenience Store","2300","11th Ave",NA,"Haleyville","AL","35565","1626","WINSTON",34.22872,-87.62143,"07/26/2012",NA
527433,"Gateway Foods Inc","Super Store","14928","Highway 278",NA,"Double Springs","AL","35553","2535","WINSTON",34.16032,-87.41474,"09/28/1978",NA
325451,"GOARS BIG STAR","Supermarket","2415","11th Ave",NA,"Haleyville","AL","35565","1627","WINSTON",34.22994,-87.62142,"01/01/1930",NA
1452481,"Main Street Texaco 4","Convenience Store","234","Main St",NA,"Double Springs","AL","35553","2168","WINSTON",34.14333,-87.40232,"07/14/2021",NA
1569906,"Piggly Wiggly 958","Super Store","1009","19th St",NA,"Haleyville","AL","35565","1319","WINSTON",34.2258,-87.62023,"12/13/2023",NA
492120,"Walmart Supercenter 409","Super Store","42466","Highway 195",NA,"Haleyville","AL","35565","7052","WINSTON",34.23891,-87.59904,"09/23/2003",NA
1485218,"Buerkle Shell, Inc","Convenience Store","901","N Buerkle St",NA,"Stuttgart","AR","72160","2501","ARKANSAS",34.50986,-91.55819,"03/30/2022",NA
1364495,"Cash Saver 572","Supermarket","102","East 22nd Street",NA,"Stuttgart","AR","72160",NA,"ARKANSAS",34.47929,-91.55235,"05/08/2019",NA
1119797,"Dodge Store 6302","Convenience Store","207","W 22nd St",NA,"Stuttgart","AR","72160","6634","ARKANSAS",34.47936,-91.55483,"12/31/2013",NA
363666,"E-Z  Mart 4290","Convenience Store","2117","S Main St",NA,"Stuttgart","AR","72160","6721","ARKANSAS",34.47958,-91.55312,"04/14/1989",NA
1563428,"Holly Mart","Convenience Store","207","South Whitehead Dr",NA,"De Witt","AR","72042","9678","ARKANSAS",34.29356,-91.325,"11/03/2023",NA
227232,"PIGGLY WIGGLY  564","Supermarket","102","EAST MAIN",NA,"DEWITT","AR","72042",NA,"ARKANSAS",34.2959,-91.33498,"08/25/1991",NA
1260436,"Sam Food Mart","Convenience Store","100","W Grand",NA,"Humphrey","AR","72073","9619","ARKANSAS",34.42176,-91.707,"05/17/2022",NA
1385661,"Stuttgart Kwik Mart","Convenience Store","195","S Park Ave",NA,"Stuttgart","AR","72160","3830","ARKANSAS",34.50125,-91.54025,"12/13/2019",NA
709868,"Walmart 102","Super Store","406","E 22Nd St",NA,"Stuttgart","AR","72160",NA,"ARKANSAS",34.47707,-91.5491,"10/25/1995",NA
1322961,"Big E's Grocery Deli And Cafe","Convenience Store","2874","Highway 165 S",NA,"Wilmot","AR","71676","9480","ASHLEY",33.05563,-91.57655,"12/19/2018",NA
501652,"BROOKSHIRE FOOD STORE 82","Supermarket","1600","S Florida St",NA,"Crossett","AR","71635","3363","ASHLEY",33.11743,-91.96117,"07/22/1988",NA
891559,"Cash Saver","Super Store","1066","Highway 133 N",NA,"Crossett","AR","71635","4726","ASHLEY",33.1551,-91.94799,"04/22/2009",NA
1501704,"Corner Market","Convenience Store","101","Main St",NA,"Crossett","AR","71635","2923","ASHLEY",33.13494,-91.96105,"04/27/2022",NA
432365,"E-Z Mart 4289","Convenience Store","1658","Highway 52 W",NA,"Crossett","AR","71635","4894","ASHLEY",33.16762,-91.94011,"04/14/1989",NA
725490,"E-Z Mart 4291","Convenience Store","2810","Highway 165 S",NA,"Wilmot","AR","71676","9480","ASHLEY",33.05988,-91.57314,"04/14/1989",NA
547081,"JADE SUPER FOODS","Supermarket","601","N Main St",NA,"Hamburg","AR","71646","2715","ASHLEY",33.2299,-91.79749,"08/02/1978",NA
1544827,"Minit Shop","Convenience Store","405","E 1st Ave",NA,"Crossett","AR","71635","3003","ASHLEY",33.13503,-91.95669,"05/30/2023",NA
1485910,"Murphy USA 7117","Convenience Store","908","Unity Rd",NA,"Crossett","AR","71635","9424","ASHLEY",33.13783,-91.94186,"01/04/2022",NA
1425228,"Nelms And Knight 2","Convenience Store","2749","Highway 82 W",NA,"Crossett","AR","71635","9206","ASHLEY",33.14001,-91.99394,"10/07/2020",NA
1422806,"Nelms And Knight Inc 3","Convenience Store","1588","Highway 52 W",NA,"Crossett","AR","71635","8836","ASHLEY",33.16951,-91.93681,"09/16/2020",NA
244185,"Walmart 167","Super Store","910","Unity Rd",NA,"Crossett","AR","71635",NA,"ASHLEY",33.1363,-91.94207,"08/21/2002",NA
769490,"101 GROCERY & BAIT","Convenience Store","3287","Highway 101",NA,"Gamaliel","AR","72537","9526","BAXTER",36.39583,-92.25311,"01/09/2006",NA
1562194,"Big Flat General Store","Convenience Store","8505","Highway 14 E",NA,"Big Flat","AR","72617","8002","BAXTER",35.99005,-92.41391,"10/11/2023",NA
1502518,"BJ Convenience Store 253312","Convenience Store","330","E Main St",NA,"Gassville","AR","72635","8826","BAXTER",36.28382,-92.49138,"05/03/2022",NA
1502519,"BJ Convenience Store 253313","Convenience Store","901","S College St",NA,"Mountain Home","AR","72653","4737","BAXTER",36.33265,-92.38019,"05/03/2022",NA
1106283,"Casey's General Store 3235","Convenience Store","859","Highway 62 E",NA,"Mountain Home","AR","72653","3211","BAXTER",36.34835,-92.37411,"06/11/2013",NA
1328019,"Casey's General Store 3738","Convenience Store","727","E Main St",NA,"Gassville","AR","72635","8815","BAXTER",36.28692,-92.48231,"07/02/2018",NA
1277598,"Caseys General Store 3530","Convenience Store","220","Highway 5 N",NA,"Mountain Home","AR","72653","3027","BAXTER",36.34079,-92.38686,"03/02/2017",NA
1512569,"College Station","Convenience Store","1580","S College St",NA,"Mountain Home","AR","72653","5317","BAXTER",36.32049,-92.38211,"07/28/2022",NA
241481,"E-Z  Mart 4231","Convenience Store","913","E 9th St",NA,"Mountain Home","AR","72653","4936","BAXTER",36.33284,-92.37183,"03/26/1982",NA
719371,"E-Z  Mart 4243","Convenience Store","1030","Highway 201 N",NA,"Mountain Home","AR","72653","2430","BAXTER",36.35262,-92.38614,"09/15/1982",NA
683091,"Harps Food Store 135","Super Store","924","Highway 62 E",NA,"Mountain Home","AR","72653","3214","BAXTER",36.34892,-92.37271,"01/01/1930",NA
1175547,"Harps Food Store 156","Super Store","2089","Highway 62 W",NA,"Mountain Home","AR","72653","7656","BAXTER",36.31879,-92.39787,"11/25/2014",NA
1368285,"Murphy USA 7744","Convenience Store","50","Wal Mart Dr",NA,"Mountain Home","AR","72653","6784","BAXTER",36.35732,-92.34115,"06/17/2019",NA
1531393,"Phillips Express","Convenience Store","1954","Buzzard Roost Rd",NA,"Mountain Home","AR","72653","8782","BAXTER",36.34361,-92.33636,"03/01/2023",NA
1328563,"Town and Country 2453","Supermarket","216","E 9th St",NA,"Mountain Home","AR","72653","4706","BAXTER",36.33292,-92.38335,"07/09/2018",NA
615284,"Two Rivers Market","Convenience Store","13863","Highway 5 S",NA,"Norfork","AR","72658",NA,"BAXTER",36.20614,-92.27616,"04/01/1998",NA
474828,"Walmart 11","Super Store","65","Wal Mart Dr",NA,"Mountain Home","AR","72653","6616","BAXTER",36.3572,-92.34122,"01/24/2002",NA
1526371,"White Oak Moark 19","Convenience Store","1124","Highway 62 E",NA,"Mountain Home","AR","72653","3316","BAXTER",36.35037,-92.36631,"11/16/2022",NA
457153,"Y GROCERY & GAS","Convenience Store","10842","Highway 5 S",NA,"Mountain Home","AR","72653","9781","BAXTER",36.23439,-92.27027,"06/14/1995",NA
558872,"10 Box Cost-Plus 357","Super Store","103","N Dixieland Rd",NA,"Rogers","AR","72756","3203","BENTON",36.33589,-94.14352,"07/19/1995",NA
982704,"A'chau Oriental Market","Convenience Store","115","N Dixieland Rd","Ste 12","Rogers","AR","72756","3253","BENTON",36.33694,-94.14349,"06/23/2021",NA
409343,"ALDI 46073","Supermarket","1316","W Walnut St",NA,"Rogers","AR","72756","3316","BENTON",36.3338,-94.13612,"03/28/1997",NA
1338854,"Aldi 46038","Supermarket","1006","SW 14th St",NA,"Bentonville","AR","72712","3625","BENTON",36.35725,-94.22212,"09/19/2018",NA
960415,"Aldi Inc 39","Supermarket","2802","Highway 412 E",NA,"Siloam Springs","AR","72761","8400","BENTON",36.18101,-94.51316,"07/21/2010",NA
543419,"ALLEN'S FOODS","Supermarket","60","Sugar Creek Ctr # 60",NA,"Bella Vista","AR","72714","3507","BENTON",36.44037,-94.23639,"01/31/2019",NA
1106270,"Casey's General Store 2990","Convenience Store","1791","Forest Hills Blvd",NA,"Bella Vista","AR","72715","2344","BENTON",36.46335,-94.30174,"06/11/2013",NA
1106271,"Casey's General Store 3022","Convenience Store","900","SW 14th St",NA,"Bentonville","AR","72712","3624","BENTON",36.35722,-94.22061,"06/11/2013",NA
1106273,"Casey's General Store 3051","Convenience Store","100","SE J St",NA,"Bentonville","AR","72712","6102","BENTON",36.37156,-94.19661,"06/11/2013",NA
1106275,"Casey's General Store 3076","Convenience Store","2801","SE J St",NA,"Bentonville","AR","72712","4366","BENTON",36.34257,-94.19729,"06/11/2013",NA
1106278,"Casey's General Store 3426","Convenience Store","111","Main St",NA,"Centerton","AR","72719","9530","BENTON",36.35861,-94.28498,"06/11/2013",NA
1106284,"Casey's General Store 3209","Convenience Store","2401","W Olive St",NA,"Rogers","AR","72756","3167","BENTON",36.34155,-94.1528,"06/11/2013",NA
1106285,"Casey's General Store 3250","Convenience Store","514","N 2nd St",NA,"Rogers","AR","72756","6634","BENTON",36.33738,-94.11674,"06/11/2013",NA
1106288,"Casey's General Store 3255","Convenience Store","1531","S 8th St",NA,"Rogers","AR","72756","5335","BENTON",36.31957,-94.12605,"06/11/2013",NA
1106289,"Casey's General Store 3242","Convenience Store","2655","HWY 412 E",NA,"Siloam Springs","AR","72761",NA,"BENTON",36.18112,-94.51509,"06/11/2013",NA
1107012,"Casey's General Store 3207","Convenience Store","3075","W Pleasant Grove Rd",NA,"Rogers","AR","72758","8059","BENTON",36.28362,-94.16238,"06/17/2013",NA
1126263,"Casey's General Store 3264","Convenience Store","2","Riordan Rd",NA,"Bella Vista","AR","72714","3516","BENTON",36.44576,-94.23988,"11/25/2013",NA
1136122,"Casey's General Store 3314","Convenience Store","1800","W Hudson Rd",NA,"Rogers","AR","72756",NA,"BENTON",36.35562,-94.14324,"02/24/2014",NA
1167619,"Casey's General Store 3406","Convenience Store","3209","NE 11th St",NA,"Bentonville","AR","72712","9131","BENTON",36.38356,-94.17422,"10/01/2014",NA
1359876,"Casey's General Store 3766","Convenience Store","362","S Main St",NA,"Cave Springs","AR","72718","7118","BENTON",36.25926,-94.23151,"03/25/2019",NA
