"Record ID","Store Name","Store Type","Street Number","Street Name","Additional Address","City","State","Zip Code","Zip4","County","Latitude","Longitude","Authorization Date","End Date"
1348004,"ALDI 82003","Supermarket","1817","E Main St",NA,"Prattville","AL","36066","5505","AUTAUGA",32.46059,-86.4211,"12/04/2018",NA
1052898,"BD Express","Convenience Store","400","Upper Kingston Rd",NA,"Prattville","AL","36067","2320","AUTAUGA",32.46785,-86.47619,"06/27/2012",NA
1460319,"Beeline 509","Convenience Store","104","Highway 82 Byp E",NA,"Prattville","AL","36067","4602","AUTAUGA",32.43773,-86.47313,"11/02/2021",NA
972347,"Circle K 2723830","Convenience Store","716","S Memorial Dr",NA,"Prattville","AL","36067","5712","AUTAUGA",32.45975,-86.45081,"09/28/2010",NA
976632,"Circle K 2723831","Convenience Store","1846","Highway 14 E",NA,"Prattville","AL","36066","7264","AUTAUGA",32.48267,-86.41962,"10/26/2010",NA
1313299,"Circle K 2709067","Convenience Store","1715","S Memorial Dr",NA,"Prattville","AL","36067","6531","AUTAUGA",32.42411,-86.41134,"10/26/2023",NA
1496033,"Circle K Store 2706634","Convenience Store","101","Highway 82 Byp W",NA,"Prattville","AL","36067","4525","AUTAUGA",32.43824,-86.47461,"03/15/2022",NA
1420637,"Corner Market NO","Convenience Store","299","N Memorial Dr",NA,"Prattville","AL","36067","3344","AUTAUGA",32.4698,-86.45173,"09/01/2020",NA
1463224,"Country Mart","Convenience Store","3356","Highway 82 W",NA,"Billingsley","AL","36006","3623","AUTAUGA",32.62841,-86.7383,"09/02/2021",NA
1481985,"D&d One  Stop","Convenience Store","3045","US Highway 31 N",NA,"Marbury","AL","36051","3028","AUTAUGA",32.70088,-86.49525,"12/07/2021",NA
1215923,"Jet Pep 47","Convenience Store","1347","S Memorial Dr",NA,"Prattville","AL","36067","6240","AUTAUGA",32.44209,-86.43078,"11/09/2015",NA
1540125,"Kwik Shop","Convenience Store","1679","E Main St",NA,"Prattville","AL","36066","3500","AUTAUGA",32.46084,-86.42601,"03/27/2023",NA
1538332,"Kwik Shops 130","Convenience Store","203","Interstate Park Dr",NA,"Prattville","AL","36066","7330","AUTAUGA",32.48574,-86.41067,"03/16/2023",NA
991183,"Murphy Express 8542","Convenience Store","2189","Cobbs Ford Rd",NA,"Prattville","AL","36066","7701","AUTAUGA",32.45981,-86.40786,"03/07/2011",NA
1537364,"Petro Mart","Convenience Store","219","S Memorial Dr",NA,"Prattville","AL","36067","3623","AUTAUGA",32.46366,-86.45028,"03/06/2023",NA
1313301,"Piggly Wiggly 36","Super Store","2003","US Highway 31 N",NA,"Deatsville","AL","36022","2705","AUTAUGA",32.58288,-86.46436,"02/21/2018",NA
1523299,"Posey Crossroads","Convenience Store","2001","County Road 57",NA,"Prattville","AL","36067","8071","AUTAUGA",32.57403,-86.55195,"11/16/2022",NA
1541017,"Prattville Coosa Mart","Convenience Store","1669","Highway 31 N",NA,"Prattville","AL","36067","6826","AUTAUGA",32.54485,-86.45751,"04/25/2023",NA
968896,"Prattville Food Outlet","Supermarket","720","E Main St",NA,"Prattville","AL","36067","3620","AUTAUGA",32.4602,-86.45291,"09/17/2010",NA
867992,"PUBLIX 1228","Supermarket","2451","Cobbs Ford Rd",NA,"Prattville","AL","36066","7707","AUTAUGA",32.46002,-86.39355,"10/09/2008",NA
883367,"Raceway #6708","Convenience Store","2560","Cobbs Ford Rd",NA,"Prattville","AL","36066","7708","AUTAUGA",32.45926,-86.39225,"07/14/2022",NA
826489,"Target Store T-2274","Super Store","2754","Legends Pkwy",NA,"Prattville","AL","36066","7748","AUTAUGA",32.45864,-86.40033,"07/07/2007",NA
969383,"TEXACO FOOD MART","Convenience Store","1670","Highway 31 N",NA,"Prattville","AL","36067","6825","AUTAUGA",32.54483,-86.45737,"01/05/2011",NA
1423920,"Texco Food Mart","Convenience Store","402","S Washington St",NA,"Prattville","AL","36067","3937","AUTAUGA",32.45779,-86.47074,"04/26/2023",NA
1463192,"United Food And Fuel","Convenience Store","1610","Highway 31 N",NA,"Prattville","AL","36067","6824","AUTAUGA",32.53844,-86.45564,"08/24/2021",NA
463907,"Walmart S/C  483","Super Store","1903","Cobbs Ford Rd",NA,"Prattville","AL","36066","7230","AUTAUGA",32.46043,-86.41704,"08/14/1996",NA
596317,"WINN-DIXIE  527","Supermarket","701","E Main St",NA,"Prattville","AL","36067","3603","AUTAUGA",32.46035,-86.45512,"06/06/1974",NA
1100702,"Z Mars Inc","Convenience Store","369","E Main St",NA,"Prattville","AL","36067","3419","AUTAUGA",32.45926,-86.46504,"01/05/2015",NA
1496066,"ALDI 76152","Supermarket","130","E Pride Blvd",NA,"Foley","AL","36535",NA,"BALDWIN",30.3811,-87.68764,"03/15/2022",NA
1508800,"ALDI 76147","Supermarket","27060","US Highway 98",NA,"Daphne","AL","36526","4824","BALDWIN",30.61922,-87.90536,"06/24/2022",NA
1523999,"ALDI 82040","Supermarket","10140","County Rd. 48",NA,"Fairhope","AL","36532",NA,"BALDWIN",30.52356,-87.85147,"10/27/2022",NA
1558183,"Bay Minette Marathon","Convenience Store","2001","S US Highway 31",NA,"Bay Minette","AL","36507","2600","BALDWIN",30.85203,-87.77589,"09/14/2023",NA
1146267,"Beach Express","Convenience Store","1002","State Highway 59 S",NA,"Summerdale","AL","36580","4158","BALDWIN",30.47172,-87.70185,"05/16/2014",NA
1254023,"Big Country 1","Convenience Store","1033","Highway 59 S",NA,"Summerdale","AL","36580","4155","BALDWIN",30.4705,-87.70073,"11/17/2016",NA
1231587,"CashSaver 14","Supermarket","710","McMeans Ave",NA,"Bay Minette","AL","36507","3348","BALDWIN",30.88592,-87.78662,"02/18/2016",NA
885970,"CEFCO 406","Convenience Store","29626","State Highway 81",NA,"Daphne","AL","36526",NA,"BALDWIN",30.65618,-87.85199,"03/11/2009",NA
885967,"CEFCO 404","Convenience Store","21485","Highway 59",NA,"Robertsdale","AL","36567",NA,"BALDWIN",30.53787,-87.70842,"03/11/2009",NA
1232187,"CEFCO 401","Convenience Store","22772","Highway 98",NA,"Fairhope","AL","36532",NA,"BALDWIN",30.55692,-87.89326,"05/12/2016",NA
1232193,"CEFCO 402","Convenience Store","18983","Greeno Rd",NA,"Fairhope","AL","36532","7054","BALDWIN",30.50149,-87.88619,"05/13/2016",NA
1232198,"CEFCO 405","Convenience Store","22023","US Highway 98",NA,"Foley","AL","36535","5470","BALDWIN",30.40687,-87.64839,"05/13/2016",NA
1555112,"CEFCO 430","Convenience Store","3665","Gulf Shores Pkwy",NA,"Gulf Shores","AL","36542","2721","BALDWIN",30.2972,-87.68359,"07/06/2023",NA
1562740,"CEFCO 435","Convenience Store","8101","N Hickory St",NA,"Loxley","AL","36551","3130","BALDWIN",30.63373,-87.7573,"09/12/2023",NA
1046666,"Checkouts, Inc","Convenience Store","814","S Mckenzie St",NA,"Foley","AL","36535","1811","BALDWIN",30.39755,-87.68334,"03/20/2012",NA
1529329,"Chevron 684","Convenience Store","355","S Greeno Rd",NA,"Fairhope","AL","36532","1904","BALDWIN",30.5161,-87.88564,"12/13/2022",NA
249738,"CIRCLE K  4164","Convenience Store","28685","N Main St",NA,"Daphne","AL","36526","7217","BALDWIN",30.64395,-87.91072,"03/31/1982",NA
894465,"Circle K 2705999","Convenience Store","26467","State Highway 59",NA,"Loxley","AL","36551",NA,"BALDWIN",30.6096,-87.74933,"05/27/2009",NA
911602,"Circle K 2721561","Convenience Store","35100","Highway 59",NA,"Stapleton","AL","36578",NA,"BALDWIN",30.73701,-87.79302,"08/31/2009",NA
1048985,"Circle K 2721558","Convenience Store","2021","Gulf Shores Pkwy",NA,"Gulf Shores","AL","36542","3400","BALDWIN",30.27261,-87.68747,"03/08/2012",NA
1048987,"Circle K 2721560","Convenience Store","3215","S Hickory St",NA,"Loxley","AL","36551",NA,"BALDWIN",30.61811,-87.75297,"03/08/2012",NA
1048995,"Circle K 2721578","Convenience Store","49980","State Highway 225",NA,"Bay Minette","AL","36507","8103","BALDWIN",30.95202,-87.85632,"03/08/2012",NA
1048998,"Circle K 2721582","Convenience Store","4574","Orange Beach Blvd",NA,"Orange Beach","AL","36561","3410","BALDWIN",30.29155,-87.58122,"03/08/2012",NA
1048999,"Circle K 2721584","Convenience Store","22164","US Highway 98",NA,"Foley","AL","36535","4349","BALDWIN",30.40676,-87.64725,"03/08/2012",NA
1155585,"cIRCLE K 2702524","Convenience Store","701","S McKenzie St",NA,"Foley","AL","36535",NA,"BALDWIN",30.39916,-87.68275,"06/09/2014",NA
1398307,"CIRCLE K 2704391","Convenience Store","34531","US Highway 98",NA,"Lillian","AL","36549","4027","BALDWIN",30.40892,-87.43803,"02/27/2020",NA
1048989,"Circle K 2721572","Convenience Store","410D","Dolive St",NA,"Bay Minette","AL","36507","3231","BALDWIN",30.88096,-87.77842,"05/20/2020",NA
983414,"Circle K Store 2707739","Convenience Store","21980","State Highway 59 S",NA,"Robertsdale","AL","36567","6700","BALDWIN",30.54535,-87.70831,"12/14/2010",NA
1554355,"Circle K Store 2707057","Convenience Store","8951","Highway 59",NA,"Foley","AL","36535",NA,"BALDWIN",30.35502,-87.684,"07/12/2023",NA
1560742,"Circle K Store 2707035","Convenience Store","26072","State Highway 181",NA,"Daphne","AL","36526","8501","BALDWIN",30.60489,-87.85207,"08/24/2023",NA
1042915,"Clarks 26","Convenience Store","3690","Gulf Shores Pkwy",NA,"Gulf Shores","AL","36542","2720","BALDWIN",30.29705,-87.68291,"04/27/2012",NA
1042838,"Clarks 14","Convenience Store","29234","US Highway 98",NA,"Daphne","AL","36526","7200","BALDWIN",30.6506,-87.91238,"04/27/2012",NA
1501703,"Corner Market","Convenience Store","52668","US Highway 31",NA,"Perdido","AL","36562","3084","BALDWIN",30.99405,-87.61986,"04/27/2022",NA
1403785,"Cougar Mini Mart","Convenience Store","14748","US Highway 98",NA,"Foley","AL","36535","8445","BALDWIN",30.40654,-87.77176,"06/03/2020",NA
1405652,"Country Convenience","Convenience Store","19511","County Road 64",NA,"Robertsdale","AL","36567","3337","BALDWIN",30.61855,-87.69097,"06/03/2020",NA
1454677,"Cumberland Farms 900159","Convenience Store","7074","State Highway 59",NA,"Gulf Shores","AL","36542","8949","BALDWIN",30.32784,-87.68295,"05/18/2021",NA
1499854,"Cumberland Farms 900161","Convenience Store","23679","Canal Road",NA,"Orange Beach","AL","36561",NA,"BALDWIN",30.29035,-87.62115,"04/12/2022",NA
1463580,"Daphne Chevron","Convenience Store","2504","US Highway 98",NA,"Daphne","AL","36526","7244","BALDWIN",30.61506,-87.90303,"09/01/2021",NA
1496921,"Daphne Express","Convenience Store","1715","US Highway 98",NA,"Daphne","AL","36526","4279","BALDWIN",30.6034,-87.89906,"06/01/2022",NA
1563860,"Diamond 17","Convenience Store","2020","Gulf Shores Pkwy",NA,"Gulf Shores","AL","36542","3440","BALDWIN",30.27297,-87.68665,"10/23/2023",NA
1562409,"Diamond 18","Convenience Store","21480","County Road 47",NA,"Perdido","AL","36562","2895","BALDWIN",31.01958,-87.65822,"10/18/2023",NA
1492520,"Dixie Oaks Food Mart","Convenience Store","13399","County Road 32",NA,"Summerdale","AL","36580","3916","BALDWIN",30.47499,-87.79493,"03/23/2022",NA
1044162,"Dodge Store 7003","Convenience Store","1401","S Mckenzie St",NA,"Foley","AL","36535","1713","BALDWIN",30.38975,-87.68331,"04/20/2012",NA
1430766,"Dragon Seafood Inc","Convenience Store","2101","US Highway 98","Ste D","Daphne","AL","36526","4235","BALDWIN",30.60827,-87.89973,"09/15/2021",NA
1544023,"Elberta Food Mart","Convenience Store","24694","Miflin Rd",NA,"Elberta","AL","36530","6518","BALDWIN",30.37025,-87.60402,"10/17/2023",NA
1512053,"Fairhope Express","Convenience Store","859","Fairhope Ave",NA,"Fairhope","AL","36532","2014","BALDWIN",30.52398,-87.88677,"08/19/2022",NA
523360,"Flagship Food 2","Convenience Store","13051","N Hickory St",NA,"Loxley","AL","36551","3146","BALDWIN",30.64791,-87.76048,"01/15/2015",NA
1356593,"Food Mart","Convenience Store","7525","State Highway 59",NA,"Foley","AL","36535","3947","BALDWIN",30.33415,-87.68328,"03/20/2019",NA
1225524,"Food Mart 104","Convenience Store","9990","State Highway 104",NA,"Fairhope","AL","36532","4307","BALDWIN",30.5455,-87.85259,"12/18/2015",NA
559527,"Greers Cashsaver 18","Supermarket","75","S Section St",NA,"Fairhope","AL","36532","2213","BALDWIN",30.52119,-87.90262,"05/02/1974",NA
621150,"Greers Cashsaver 34","Super Store","21951D","HWY 59",NA,"ROBERTSDALE","AL","36567",NA,"BALDWIN",30.5447,-87.70842,"02/12/1987",NA
1199769,"Gringa Latina","Convenience Store","1331","S Commercial Dr","Ste 1","Foley","AL","36535","1731","BALDWIN",30.39011,-87.68229,"06/11/2015",NA
1412888,"Hub City Express","Convenience Store","22990","State Highway 59 S",NA,"Robertsdale","AL","36567","6673","BALDWIN",30.56027,-87.71433,"09/29/2020",NA
1505772,"Krish Food Mart","Convenience Store","23450","ST Hwy 59",NA,"Robertsdale","AL","36567",NA,"BALDWIN",30.56695,-87.71904,"07/28/2022",NA
1541463,"Lillian Chevron","Convenience Store","33780","US Highway 98",NA,"Lillian","AL","36549",NA,"BALDWIN",30.41214,-87.45056,"05/22/2023",NA
970966,"Love' Travel Stops & Country Stores, Inc 206","Convenience Store","126","E Flying K Rd",NA,"Loxley","AL","36551","2601","BALDWIN",30.65499,-87.75932,"09/30/2010",NA
1422684,"Magnolia Shell","Convenience Store","14696","US Hwy 98",NA,"Magnolia Springs","AL","36555",NA,"BALDWIN",30.4062,-87.77255,"10/20/2020",NA
1232324,"Magnolia Speedway","Convenience Store","15010","US Hwy 98",NA,"Magnolia Springs","AL","36555",NA,"BALDWIN",30.40655,-87.77068,"03/14/2016",NA
1529330,"Marathon 685","Convenience Store","10304","US Highway 31",NA,"Spanish Fort","AL","36527","7632","BALDWIN",30.6762,-87.8465,"09/20/2023",NA
1529333,"Marathon 688","Convenience Store","14981","State Highway 104",NA,"Silverhill","AL","36576","3704","BALDWIN",30.54596,-87.7681,"09/20/2023",NA
1330752,"Maw Maw's Country Market","Convenience Store","26010","US Highway 90",NA,"Robertsdale","AL","36567","2784","BALDWIN",30.54841,-87.58074,"10/17/2018",NA
1027820,"McKenzie Oil Company 15","Convenience Store","24695","County Road 20",NA,"Elberta","AL","36530","6587","BALDWIN",30.36831,-87.60245,"11/01/2011",NA
1028840,"McKenzie Oil Company 5","Convenience Store","50555","Rabun Rd",NA,"Bay Minette","AL","36507","6425","BALDWIN",30.96187,-87.76041,"11/03/2011",NA
1425811,"Merrimart","Convenience Store","6490","Highway 90",NA,"Spanish Fort","AL","36527",NA,"BALDWIN",30.65489,-87.91057,"01/28/2021",NA
1481021,"Murphy Express 8686","Convenience Store","25241","Perdido Beach Blvd",NA,"Orange Beach","AL","36561","3309","BALDWIN",30.26815,-87.59483,"11/24/2021",NA
1341340,"Murphy USA 7506","Convenience Store","20390","State Highway 181",NA,"Fairhope","AL","36532","4364","BALDWIN",30.5226,-87.85165,"09/25/2018",NA
1485768,"Murphy USA 6619","Convenience Store","27521","Walmart Dr",NA,"Daphne","AL","36526","4871","BALDWIN",30.625,-87.90466,"01/03/2022",NA
1486102,"Murphy USA 7820","Convenience Store","2180","S McKenzie St",NA,"Foley","AL","36535","1753","BALDWIN",30.38306,-87.68345,"01/04/2022",NA
1499544,"Murphy USA 6735","Convenience Store","1000","W 7th St",NA,"Bay Minette","AL","36507","3315","BALDWIN",30.88454,-87.78802,"05/19/2022",NA
1528318,"N & B Jamaican Food Market","Convenience Store","8715","State Hwy 59","Ste B","Foley","AL","36535","3835","BALDWIN",30.35164,-87.68377,"02/22/2023",NA
1126742,"Oasis Travel Center LLC","Convenience Store","27801","County Road 64",NA,"Robertsdale","AL","36567",NA,"BALDWIN",30.6304,-87.61539,"01/28/2014",NA
1117970,"Outpost Food Store","Convenience Store","27600","County Road 64 Ext",NA,"Robertsdale","AL","36567","4010","BALDWIN",30.62965,-87.61529,"12/16/2013",NA
1229326,"Pic N Pay","Convenience Store","15030","County Road 12 S",NA,"Foley","AL","36535","5032","BALDWIN",30.35555,-87.76729,"01/06/2016",NA
1262559,"Piggly Wiggly Fairhope 13","Supermarket","100","Plantation Pointe",NA,"Fairhope","AL","36532","2960","BALDWIN",30.52471,-87.88434,"10/26/2016",NA
1262561,"Piggly Wiggly Foley 14","Supermarket","1200","S McKenzie St",NA,"Foley","AL","36535","1819","BALDWIN",30.3932,-87.68336,"10/26/2016",NA
1262563,"Piggly Wiggly Loxley 12","Supermarket","1087","N Hickory St",NA,"Loxley","AL","36551","4407","BALDWIN",30.623,-87.75302,"10/26/2016",NA
1262557,"Piggly Wiggly Spanish Fort 11","Supermarket","6530","Spanish Fort Blvd",NA,"Spanish Fort","AL","36527","5014","BALDWIN",30.66867,-87.9101,"10/26/2016",NA
1095455,"Powells Grocery","Convenience Store","52825","State Highway 59",NA,"Stockton","AL","36579",NA,"BALDWIN",30.99449,-87.85793,"06/03/2013",NA
864718,"PUBLIX 1213","Supermarket","25771","Perdido Beach Blvd",NA,"Orange Beach","AL","36561","6107","BALDWIN",30.26962,-87.5864,"09/03/2008",NA
904593,"PUBLIX 1265","Supermarket","22530","US Highway 98","Ste 100","Fairhope","AL","36532","6398","BALDWIN",30.55637,-87.89314,"06/25/2009",NA
948043,"Publix 1292","Supermarket","160","Cotton Creek Dr","Ste 100","Gulf Shores","AL","36542","2850","BALDWIN",30.29737,-87.68234,"04/15/2010",NA
980612,"Publix 1362","Supermarket","27955","US Highway 98","Ste 1","Daphne","AL","36526",NA,"BALDWIN",30.63172,-87.91123,"11/22/2010",NA
1030121,"Publix 1400","Supermarket","10179","Eastern Shore Dr",NA,"Spanish Fort","AL","36527","5801","BALDWIN",30.67251,-87.84772,"11/01/2011",NA
1366478,"Publix 1673","Supermarket","2614","S McKenzie St",NA,"Foley","AL","36535","3408","BALDWIN",30.37728,-87.68338,"05/29/2019",NA
1503527,"Publix Alabama, LLC 1799","Supermarket","9867","State Highway 104",NA,"Fairhope","AL","36532","4392","BALDWIN",30.54712,-87.85381,"05/11/2022",NA
1530275,"Publix Alabama, LLC 1809","Supermarket","18125","Wright Blvd",NA,"Fairhope","AL","36532","7335","BALDWIN",30.48918,-87.88839,"12/20/2022",NA
902808,"Quick Stop","Convenience Store","930","W Laurel Ave",NA,"Foley","AL","36535","1325","BALDWIN",30.40667,-87.69958,"08/12/2009",NA
1424778,"Robertsdale Food Mart","Convenience Store","19040","US Highway 90",NA,"Robertsdale","AL","36567","2902","BALDWIN",30.56342,-87.69924,"11/06/2020",NA
1133259,"Rouses Market 54","Super Store","1545","Gulf Shores Pkwy",NA,"Gulf Shores","AL","36542","3435","BALDWIN",30.26609,-87.68855,"02/05/2014",NA
1132098,"Rouses Market 53","Super Store","6729","Spanish Fort Blvd",NA,"Spanish Fort","AL","36527",NA,"BALDWIN",30.67,-87.90683,"02/05/2014",NA
1321986,"Rouses Market 76","Super Store","25405","Perdido Beach Blvd",NA,"Orange Beach","AL","36561","3193","BALDWIN",30.2686,-87.59121,"05/07/2018",NA
1364674,"Rouses Market 78","Super Store","3075","US Highway 98",NA,"Daphne","AL","36526","4627","BALDWIN",30.61987,-87.906,"05/10/2019",NA
864932,"Sam's Club 4990","Super Store","29683","Frederick Blvd",NA,"Daphne","AL","36526","9571","BALDWIN",30.65894,-87.8534,"09/04/2008",NA
1529331,"Shell 686","Convenience Store","9091","Lawson Rd",NA,"Daphne","AL","36526","8039","BALDWIN",30.64079,-87.86737,"12/13/2022",NA
1529470,"Shell","Convenience Store","303","S US Highway 31",NA,"Bay Minette","AL","36507","2823","BALDWIN",30.87186,-87.78067,"01/10/2023",NA
1002306,"SHELL MERRI MART 320","Convenience Store","600","E Laurel Ave",NA,"Foley","AL","36535","3343","BALDWIN",30.4065,-87.67484,"09/15/2016",NA
1002309,"Shell Merri Mart 321","Convenience Store","25941","US Highway 98",NA,"Elberta","AL","36530","2660","BALDWIN",30.41439,-87.58199,"09/15/2016",NA
1529332,"Short Stop 687","Convenience Store","17026","State Highway 181",NA,"Fairhope","AL","36532","5009","BALDWIN",30.47276,-87.85193,"12/13/2022",NA
1361799,"SPEEDWAY 4400","Convenience Store","29636","State Hwy 59",NA,"Loxley","AL","36551",NA,"BALDWIN",30.657,-87.76086,"04/11/2019",NA
1541593,"Summerdale Marathon","Convenience Store","101","Hwy 59 N",NA,"Summerdale","AL","36580",NA,"BALDWIN",30.48725,-87.70878,"04/04/2023",NA
765834,"Target Store T-1274","Super Store","1698","US Highway 98",NA,"Daphne","AL","36526","4252","BALDWIN",30.60213,-87.89804,"09/12/2005",NA
794626,"TARGET STORE T-2154","Super Store","3820","Gulf Shores Pkwy",NA,"Gulf Shores","AL","36542","2819","BALDWIN",30.30307,-87.68288,"06/29/2006",NA
1088093,"The Fresh Market 151","Supermarket","6900","US Highway 90","Ste 2","Daphne","AL","36526","9577","BALDWIN",30.65476,-87.90668,"01/14/2013",NA
1062509,"Tienda La Azteca","Convenience Store","18450","Hwy 104","Unit B & C","Robertdale","AL","36567",NA,"BALDWIN",30.54531,-87.71031,"07/03/2023",NA
439468,"Tom Thumb 900065","Convenience Store","34690","US Highway 31",NA,"Stapleton","AL","36578","3089","BALDWIN",30.72963,-87.79451,"10/13/1995",NA
1070889,"Tom Thumb 900104","Convenience Store","4575","Orange Beach Blvd","Ste 4","Orange Beach","AL","36561","3462","BALDWIN",30.29151,-87.58131,"09/05/2012",NA
1061852,"Tom Thumb 900103","Convenience Store","25435","Perdido Beach Blvd",NA,"Orange Beach","AL","36561","6101","BALDWIN",30.26864,-87.59066,"09/05/2012",NA
1070882,"Tom Thumb 900153","Convenience Store","3151","S Mckenzie St",NA,"Foley","AL","36535","3701","BALDWIN",30.36766,-87.68306,"09/05/2012",NA
1108504,"Travelers Food Mart","Convenience Store","27960","Us Highway 98",NA,"Elberta","AL","36530","2836","BALDWIN",30.41444,-87.54814,"09/12/2019",NA
1491904,"Triple A","Convenience Store","22197","County Road 87",NA,"Robertsdale","AL","36567","2604","BALDWIN",30.54902,-87.58221,"03/14/2022",NA
1511726,"Triple B Convenience Store 3","Convenience Store","10930","County Road 64",NA,"Daphne","AL","36526","6723","BALDWIN",30.60168,-87.83579,"10/12/2022",NA
1297125,"Wahoo Market 105","Convenience Store","6787M","Foley Beach Express",NA,"Orange Beach","AL","36561",NA,"BALDWIN",30.31741,-87.64095,"09/20/2017",NA
565396,"Walmart 2748","Super Store","170","E Fort Morgan Rd",NA,"Gulf Shores","AL","36542",NA,"BALDWIN",30.26736,-87.68615,"06/17/2004",NA
1004326,"Walmart Neighborhood Market 5653","Super Store","25241","Perdido Beach Blvd","Ste W","Orange Beach","AL","36561","3319","BALDWIN",30.26787,-87.59414,"05/18/2011",NA
707124,"Walmart S/C  904","Super Store","2200","S McKenzie St",NA,"Foley","AL","36535","1701","BALDWIN",30.38288,-87.68344,"10/18/1993",NA
633990,"Walmart S/C  2739","Super Store","701","McMeans Ave",NA,"Bay Minette","AL","36507","3337","BALDWIN",30.88455,-87.78802,"08/05/1999",NA
254840,"Walmart Supercenter 934","Super Store","27520","US Highway 98",NA,"Daphne","AL","36526","4812","BALDWIN",30.62499,-87.90791,"04/11/1995",NA
822187,"Walmart Supercenter 4333","Super Store","10040","County Road 48",NA,"Fairhope","AL","36532","4520","BALDWIN",30.52358,-87.85108,"05/18/2007",NA
1165056,"Walmart SuperCenter 6173","Super Store","21141","State Highway 59",NA,"Robertsdale","AL","36567","6740","BALDWIN",30.53298,-87.7084,"08/15/2014",NA
271438,"WINN DIXIE 0570","Supermarket","1235","S McKenzie St",NA,"Foley","AL","36535","1818","BALDWIN",30.39305,-87.68327,"06/04/1974",NA
417875,"WINN DIXIE 599","Supermarket","187","Baldwin Sq",NA,"Fairhope","AL","36532","2046","BALDWIN",30.52047,-87.88347,"05/17/2006",NA
1476501,"Yogeshwari Llc No","Convenience Store","609","N McKenzie St",NA,"Foley","AL","36535","3540","BALDWIN",30.41219,-87.6842,"01/06/2022",NA
904526,"Yogi Raceway","Convenience Store","808","S US Highway 31",NA,"Bay Minette","AL","36507","2812","BALDWIN",30.86832,-87.77991,"05/01/2020",NA
1488846,"Yogir Llc No","Convenience Store","11470","County Road 65",NA,"Foley","AL","36535","4183","BALDWIN",30.39169,-87.71674,"03/29/2022",NA
1485036,"Z-tec 533","Convenience Store","3810","S McKenzie St",NA,"Foley","AL","36535","3716","BALDWIN",30.35792,-87.68371,"04/25/2022",NA
1392492,"Beeline 176","Convenience Store","176","N Midway St",NA,"Clayton","AL","36016","3116","BARBOUR",31.88428,-85.45713,"02/19/2020",NA
1491572,"Beeline 200","Convenience Store","1000","S Eufaula Ave",NA,"Eufaula","AL","36027","2702","BARBOUR",31.88052,-85.14743,"03/08/2022",NA
1510419,"Beeline 620","Convenience Store","1673","S Eufaula Ave",NA,"Eufaula","AL","36027","3117","BARBOUR",31.87178,-85.1548,"08/08/2022",NA
1215519,"Depot Food Store","Convenience Store","1925","Main St",NA,"Louisville","AL","36048","3002","BARBOUR",31.78458,-85.55486,"10/30/2015",NA
1420619,"Express Mart 2","Convenience Store","102","State Docks Rd",NA,"Eufaula","AL","36027","3110","BARBOUR",31.87093,-85.15411,"10/27/2020",NA
1415410,"Express Mart 3","Convenience Store","1116","N Eufaula Ave",NA,"Eufaula","AL","36027","5507","BARBOUR",31.91145,-85.14893,"10/27/2020",NA
347753,"Food Giant 643","Supermarket","612","EUFAULA AVE",NA,"CLAYTON","AL","36016",NA,"BARBOUR",31.87761,-85.4353,"12/29/1991",NA
667520,"Hobo Pantry Food Store 19","Convenience Store","3004","S Eufaula Ave",NA,"Eufaula","AL","36027","3431","BARBOUR",31.85277,-85.16688,"09/07/2010",NA
914622,"Hobo Pantry Food Store 33","Convenience Store","3281","S Eufaula Ave",NA,"Eufaula","AL","36027","3545","BARBOUR",31.83673,-85.16552,"05/27/2020",NA
1557872,"Jack Rabbit Express","Convenience Store","145","S Eufaula Ave",NA,"Eufaula","AL","36027","2025","BARBOUR",31.89116,-85.14554,"10/02/2023",NA
1065130,"Marathon Food Mart","Convenience Store","10","S Midway St",NA,"Clayton","AL","36016","5111","BARBOUR",31.8752,-85.44961,"08/22/2012",NA
1526403,"Mazen Mart Inc #1","Convenience Store","622","Highway 30",NA,"Eufaula","AL","36027","5300","BARBOUR",31.87158,-85.21506,"01/24/2023",NA
1526410,"Mazen Mart Inc #2","Convenience Store","2551","Highway 431 N",NA,"Eufaula","AL","36027","8173","BARBOUR",32.00748,-85.11572,"12/01/2022",NA
990025,"McKenzie Oil Company 9","Convenience Store","140","N Eufaula Ave",NA,"Eufaula","AL","36027","1514","BARBOUR",31.8934,-85.14586,"11/01/2011",NA
1486120,"Murphy USA 7478","Convenience Store","3182","S Eufaula Ave",NA,"Eufaula","AL","36027","4406","BARBOUR",31.8433,-85.16743,"01/04/2022",NA
407386,"Piggly Wiggly 416","Supermarket","120","W Broad St",NA,"Eufaula","AL","36027","2000","BARBOUR",31.89319,-85.1464,"01/26/1998",NA
716744,"Piggly Wiggly 436","Super Store","1631","S Eufaula Ave",NA,"Eufaula","AL","36027","3120","BARBOUR",31.87133,-85.1558,"05/17/2004",NA
1402365,"Plabon","Convenience Store","3514","S Eufaula Ave",NA,"Eufaula","AL","36027","5025","BARBOUR",31.82678,-85.16342,"06/02/2020",NA
998724,"Sharp Corner Petro #268","Convenience Store","1838","Highway 131",NA,"Eufaula","AL","36027","3965","BARBOUR",31.78064,-85.30157,"02/01/2022",NA
1525171,"Shayonam Inc","Convenience Store","1200","Blue Springs St",NA,"Clio","AL","36017","2530","BARBOUR",31.70885,-85.61038,"12/06/2022",NA
